# Total Phase Data Center(tm) v6.52
# (c) 2005-2012 Total Phase, Inc.
# www.totalphase.com
#
# Thu May 09 09:46:47 2013
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
1,,894,0:41.319.677,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,895,0:41.319.680,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 B7 22 8C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4A 5E,,KABC<Q.665455...........!........@...."..........…
1,,896,0:41.319.727,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,897,0:41.320.674,2.833 us,,,,,[1 SOF],,[Frame: 757] ,
0,,898,0:41.320.677,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,899,0:41.320.677,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,900,0:41.320.681,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,901,0:41.320.727,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,902,0:41.321.674,57.010.770 ms,,,,,[58 SOF],,[Frames: 758 - 815] ,
0,,903,0:41.378.686,50.833 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 E9 A7 66 54 55 80 00 E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!..............fTU........…
1,,904,0:41.378.686,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,905,0:41.378.689,45.604 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 E9 A7 66 54 55 80 00 E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C3 52,,....(Q.665455...........!..............fTU.......…
1,,906,0:41.378.735,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,907,0:41.379.682,113.018.562 ms,,,,,[114 SOF],,[Frames: 816 - 929] ,
0,,908,0:41.321.678,171.074.562 ms,64 B,,05,01,IN txn   [171 POLL],41 42 43 22 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 01 00 00 00 D0 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC"Q.665455...........!.........................…
1,,909,0:41.321.678,170.028.312 ms,,,05,01,   [171 IN-NAK],,,
1,,910,0:41.492.701,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,911,0:41.492.705,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 22 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 01 00 00 00 D0 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 10,,KABC"Q.665455...........!........................…
1,,912,0:41.492.751,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,913,0:41.493.698,53.010.187 ms,,,,,[54 SOF],,[Frames: 930 - 983] ,
0,,914,0:41.546.709,50.833 us,64 B,,05,01,OUT txn,00 00 00 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 47 00 00 00 E2 A7 66 54 55 80 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...<Q.665455...........!........G.....fTU........…
1,,915,0:41.546.709,2.812 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,916,0:41.546.712,45.583 us,67 B,,05,01,   DATA1 packet,4B 00 00 00 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 47 00 00 00 E2 A7 66 54 55 80 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 05 6A,,K...<Q.665455...........!........G.....fTU.......…
1,,917,0:41.546.758,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,918,0:41.547.706,2.833 us,,,,,[1 SOF],,[Frame: 984] ,
0,,919,0:41.547.709,50.770 us,64 B,,05,01,OUT txn,00 00 00 2C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 77 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...,...........................................w.…
1,,920,0:41.547.709,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,921,0:41.547.712,45.500 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 2C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 77 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 E1,,....,...........................................w…
1,,922,0:41.547.758,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,923,0:41.548.706,747.106.875 ms,,,,,[748 SOF],,[Frames: 985 - 1732] ,
0,,924,0:41.493.702,802.162.437 ms,64 B,,05,01,IN txn   [802 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 88 5B 60 76 5D 05 07 0D 00 51 0D 2D 6A 32 00 00 00 00 00 32 7D 01 32 32 00 76 5D 45,,ABC<Q.665455...........!.............[`v]....Q.-j…
1,,925,0:41.493.702,801.116.229 ms,,,05,01,   [802 IN-NAK],,,
1,,926,0:42.295.813,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,927,0:42.295.816,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 88 5B 60 76 5D 05 07 0D 00 51 0D 2D 6A 32 00 00 00 00 00 32 7D 01 32 32 00 76 5D 45 62 B2,,.ABC<Q.665455...........!.............[`v]....Q.-…
1,,928,0:42.295.862,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,929,0:42.296.810,2.833 us,,,,,[1 SOF],,[Frame: 1733] ,
0,,930,0:42.296.813,50.750 us,64 B,,05,01,IN txn,41 42 43 3C 07 0D 1E 00 72 70 0D 07 0D 1F 00 63 45 0E 07 0D 0A C7 42 5C 2E 07 0D 5B C7 44 5C 0E 07 0D 00 50 0D 2D 6A 10 00 00 00 00 00 10 7D 01 10 10 00 44 5C 4E 07 0D 0A AB 71 45 2F 07 0D 5B,,ABC<....rp.....cE.....B\...[.D\....P.-j.......}..…
1,,931,0:42.296.813,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,932,0:42.296.817,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 07 0D 1E 00 72 70 0D 07 0D 1F 00 63 45 0E 07 0D 0A C7 42 5C 2E 07 0D 5B C7 44 5C 0E 07 0D 00 50 0D 2D 6A 10 00 00 00 00 00 10 7D 01 10 10 00 44 5C 4E 07 0D 0A AB 71 45 2F 07 0D 5B 88 06,,KABC<....rp.....cE.....B\...[.D\....P.-j.......}.…
1,,933,0:42.296.863,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,934,0:42.297.810,16.005.083 ms,,,,,[17 SOF],,[Frames: 1734 - 1750] ,
0,,935,0:42.297.813,16.053.020 ms,64 B,,05,01,IN txn   [16 POLL],41 42 43 3C AB 4A 46 0F 07 0D 33 50 0D 2D 6A 0A 27 00 00 0F 00 27 7D 5C 05 40 2A 04 01 27 27 00 4A 46 4F 07 0D 0A 2B 51 5E 30 07 8D 5B 2B 55 5E 10 07 0D 00 51 0D 2D 6A 26 00 00 00 21 00 05 7D,,ABC<.JF...3P.-j.'....'}\.@*..''.JFO...+Q^0..[+U^.…
1,,936,0:42.297.813,15.006.750 ms,,,05,01,   [16 IN-NAK],,,
1,,937,0:42.313.816,2.812 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,938,0:42.313.819,45.416 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C AB 4A 46 0F 07 0D 33 50 0D 2D 6A 0A 27 00 00 0F 00 27 7D 5C 05 40 2A 04 01 27 27 00 4A 46 4F 07 0D 0A 2B 51 5E 30 07 8D 5B 2B 55 5E 10 07 0D 00 51 0D 2D 6A 26 00 00 00 21 00 05 7D 40 E1,,.ABC<.JF...3P.-j.'....'}\.@*..''.JFO...+Q^0..[+U^…
1,,939,0:42.313.865,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,940,0:42.314.812,19.005.500 ms,,,,,[20 SOF],,[Frames: 1751 - 1770] ,
0,,941,0:42.314.816,19.053.583 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 3C 5C 08 9C 56 04 40 7E 04 01 08 08 00 55 5E 50 07 0D 0A 5C 5A 57 37 07 0D 5B 5C 7A 57 17 07 0D 3D 50 0D 2D 6A FD 2E F0 00 00 00 2B 7D 5C 05 20 A3 14 01 2B 2B 00 7A 57 57 07 0D 07 00,,ABC<\..V.@~.....U^P...\ZW7..[\zW...=P.-j......+}\…
1,,942,0:42.314.816,18.007.166 ms,,,05,01,   [19 IN-NAK],,,
1,,943,0:42.333.819,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,944,0:42.333.822,45.604 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 5C 08 9C 56 04 40 7E 04 01 08 08 00 55 5E 50 07 0D 0A 5C 5A 57 37 07 0D 5B 5C 7A 57 17 07 0D 3D 50 0D 2D 6A FD 2E F0 00 00 00 2B 7D 5C 05 20 A3 14 01 2B 2B 00 7A 57 57 07 0D 07 00 F3 E5,,KABC<\..V.@~.....U^P...\ZW7..[\zW...=P.-j......+}…
1,,945,0:42.333.868,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,946,0:42.334.815,19.005.583 ms,,,,,[20 SOF],,[Frames: 1771 - 1790] ,
0,,947,0:42.334.819,19.053.583 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 31 00 05 E8 47 8D 6D 47 8D 05 10 DF 5C 60 05 00 00 05 E8 03 78 3B 02 70 29 00 70 02 70 29 01 48 35 01 28 2F 00 00 00 05 02 03 00 00 0C 00 E8 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC1...G.mG....\`......x;.p).p.p).H5.(/..........…
1,,948,0:42.334.819,18.007.250 ms,,,05,01,   [19 IN-NAK],,,
1,,949,0:42.353.821,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,950,0:42.353.825,45.500 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 31 00 05 E8 47 8D 6D 47 8D 05 10 DF 5C 60 05 00 00 05 E8 03 78 3B 02 70 29 00 70 02 70 29 01 48 35 01 28 2F 00 00 00 05 02 03 00 00 0C 00 E8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 EE 1C,,.ABC1...G.mG....\`......x;.p).p.p).H5.(/.........…
1,,951,0:42.353.871,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,952,0:42.354.818,492.071.354 ms,,,,,[493 SOF],,[Frames: 1791 - 235] ,
0,,953,0:42.354.822,492.119.187 ms,64 B,,05,01,IN txn   [492 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 F7 34 C8 60 76 0A 08 0D 1E 00 5A 68 0C 08 0D 1F 00 41 42 0D 08 0D 0A A3 5B 58 2D 08,,ABC<Q.665455...........!.............4.`v.....Zh.…
1,,954,0:42.354.822,491.072.979 ms,,,05,01,   [492 IN-NAK],,,
1,,955,0:42.846.890,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,956,0:42.846.893,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 F7 34 C8 60 76 0A 08 0D 1E 00 5A 68 0C 08 0D 1F 00 41 42 0D 08 0D 0A A3 5B 58 2D 08 03 EB,,KABC<Q.665455...........!.............4.`v.....Zh…
1,,957,0:42.846.939,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,958,0:42.847.887,2.833 us,,,,,[1 SOF],,[Frame: 236] ,
0,,959,0:42.847.890,50.750 us,64 B,,05,01,IN txn,41 42 43 3C 0D 5B A3 6B 58 0D 08 0D 32 50 0D 2D 6A 08 26 00 00 00 00 2E 7D 01 2E 2E 00 6B 58 4D 08 0D 5B 00 69 74 0D 08 0D 15 50 0D 2D 6A 00 10 00 00 00 00 10 7D 5C 05 B8 1C 04 01 10 10 00 69,,ABC<.[.kX...2P.-j.&.....}....kXM..[.it....P.-j...…
1,,960,0:42.847.890,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,961,0:42.847.893,45.416 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 0D 5B A3 6B 58 0D 08 0D 32 50 0D 2D 6A 08 26 00 00 00 00 2E 7D 01 2E 2E 00 6B 58 4D 08 0D 5B 00 69 74 0D 08 0D 15 50 0D 2D 6A 00 10 00 00 00 00 10 7D 5C 05 B8 1C 04 01 10 10 00 69 3C 03,,.ABC<.[.kX...2P.-j.&.....}....kXM..[.it....P.-j..…
1,,962,0:42.847.939,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,963,0:42.848.887,15.005.000 ms,,,,,[16 SOF],,[Frames: 237 - 252] ,
0,,964,0:42.848.890,15.052.937 ms,64 B,,05,01,IN txn   [15 POLL],41 42 43 3C 74 4D 08 0D 34 64 5F 72 0E 08 0D 1E 00 48 5E 0F 48 0D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<tM..4d_r.....H^.H............................…
1,,965,0:42.848.890,14.006.625 ms,,,05,01,   [15 IN-NAK],,,
1,,966,0:42.863.892,2.812 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,967,0:42.863.896,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 74 4D 08 0D 34 64 5F 72 0E 08 0D 1E 00 48 5E 0F 48 0D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 60 1D,,KABC<tM..4d_r.....H^.H...........................…
1,,968,0:42.863.942,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,969,0:42.864.889,19.005.458 ms,,,,,[20 SOF],,[Frames: 253 - 272] ,
0,,970,0:42.864.893,19.053.291 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 3C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<.............................................…
1,,971,0:42.864.893,18.007.083 ms,,,05,01,   [19 IN-NAK],,,
1,,972,0:42.883.895,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,973,0:42.883.898,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 17,,.ABC<............................................…
1,,974,0:42.883.944,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,975,0:42.884.892,19.005.458 ms,,,,,[20 SOF],,[Frames: 273 - 292] ,
0,,976,0:42.884.895,19.053.375 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC1.............................................…
1,,977,0:42.884.895,18.007.125 ms,,,05,01,   [19 IN-NAK],,,
1,,978,0:42.903.898,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,979,0:42.903.901,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F D3,,KABC1............................................…
1,,980,0:42.903.947,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,981,0:42.904.895,491.071.208 ms,,,,,[492 SOF],,[Frames: 293 - 784] ,
0,,982,0:42.904.898,491.119.125 ms,64 B,,05,01,IN txn   [491 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 EE 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!.........................…
1,,983,0:42.904.898,490.072.916 ms,,,05,01,   [491 IN-NAK],,,
1,,984,0:43.395.966,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,985,0:43.395.970,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 EE 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 28 1D,,.ABC<Q.665455...........!........................…
1,,986,0:43.396.016,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,987,0:43.396.963,2.833 us,,,,,[1 SOF],,[Frame: 785] ,
0,,988,0:43.396.967,50.750 us,64 B,,05,01,IN txn,41 42 43 3C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<.............................................…
1,,989,0:43.396.967,2.812 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,990,0:43.396.970,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 17,,KABC<............................................…
1,,991,0:43.397.016,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,992,0:43.397.963,15.004.916 ms,,,,,[16 SOF],,[Frames: 786 - 801] ,
0,,993,0:43.397.967,15.052.833 ms,64 B,,05,01,IN txn   [15 POLL],41 42 43 3C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<.............................................…
1,,994,0:43.397.967,14.006.645 ms,,,05,01,   [15 IN-NAK],,,
1,,995,0:43.412.969,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,996,0:43.412.972,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 17,,.ABC<............................................…
1,,997,0:43.413.018,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,998,0:43.413.966,19.005.458 ms,,,,,[20 SOF],,[Frames: 802 - 821] ,
0,,999,0:43.413.969,19.053.375 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 3C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<.............................................…
1,,1000,0:43.413.969,18.007.125 ms,,,05,01,   [19 IN-NAK],,,
1,,1001,0:43.432.972,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1002,0:43.432.975,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 17,,KABC<............................................…
1,,1003,0:43.433.021,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1004,0:43.433.968,19.005.479 ms,,,,,[20 SOF],,[Frames: 822 - 841] ,
0,,1005,0:43.433.972,19.053.395 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC1.............................................…
1,,1006,0:43.433.972,18.007.145 ms,,,05,01,   [19 IN-NAK],,,
1,,1007,0:43.452.974,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1008,0:43.452.978,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F D3,,.ABC1............................................…
1,,1009,0:43.453.024,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1010,0:43.453.971,492.071.395 ms,,,,,[493 SOF],,[Frames: 842 - 1334] ,
0,,1011,0:43.453.975,492.119.312 ms,64 B,,05,01,IN txn   [492 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 BD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!.........................…
1,,1012,0:43.453.975,491.073.062 ms,,,05,01,   [492 IN-NAK],,,
1,,1013,0:43.946.043,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1014,0:43.946.046,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 BD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BE DD,,KABC<Q.665455...........!........................…
1,,1015,0:43.946.092,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1016,0:43.947.040,2.833 us,,,,,[1 SOF],,[Frame: 1335] ,
0,,1017,0:43.947.043,50.750 us,64 B,,05,01,IN txn,41 42 43 3C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<.............................................…
1,,1018,0:43.947.043,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1019,0:43.947.046,45.416 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 17,,.ABC<............................................…
1,,1020,0:43.947.092,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1021,0:43.948.040,15.004.937 ms,,,,,[16 SOF],,[Frames: 1336 - 1351] ,
0,,1022,0:43.948.043,15.052.854 ms,64 B,,05,01,IN txn   [15 POLL],41 42 43 3C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<.............................................…
1,,1023,0:43.948.043,14.006.583 ms,,,05,01,   [15 IN-NAK],,,
1,,1024,0:43.963.045,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1025,0:43.963.049,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 17,,KABC<............................................…
1,,1026,0:43.963.095,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1027,0:43.964.042,18.005.375 ms,,,,,[19 SOF],,[Frames: 1352 - 1370] ,
0,,1028,0:43.964.046,18.053.291 ms,64 B,,05,01,IN txn   [18 POLL],41 42 43 3C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<.............................................…
1,,1029,0:43.964.046,17.007.020 ms,,,05,01,   [18 IN-NAK],,,
1,,1030,0:43.982.048,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1031,0:43.982.051,45.416 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 17,,.ABC<............................................…
1,,1032,0:43.982.097,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1033,0:43.983.045,19.005.500 ms,,,,,[20 SOF],,[Frames: 1371 - 1390] ,
